-8.346e-01, -6.529e-01, 1.000e+00, 7.131e-01, 0.000e+00
1.032e+00, -1.385e+00, 0.000e+00, 8.547e-02, 0.000e+00
3.089e-01, 8.716e-01, 0.000e+00, 8.015e-06, 0.000e+00
-1.084e+00, -1.515e+00, 0.000e+00, 2.846e-02, 0.000e+00
-7.894e-01, 6.195e-01, 1.000e+00, 5.494e-01, 0.000e+00
1.811e-01, -1.179e+00, 1.000e+00, 9.417e-01, 0.000e+00
-2.568e-01, 6.615e-01, 0.000e+00, 1.939e-02, 0.000e+00
-2.901e-01, 5.335e-01, 0.000e+00, 7.778e-02, 0.000e+00
1.550e+00, 7.104e-01, 0.000e+00, 6.002e-11, 0.000e+00
-3.953e-01, -1.047e+00, 1.000e+00, 9.298e-01, 0.000e+00
-5.496e-01, 1.007e-01, 1.000e+00, 9.551e-01, 0.000e+00
1.292e+00, 1.038e+00, 0.000e+00, 5.574e-11, 0.000e+00
-6.436e-01, 1.565e+00, 0.000e+00, 5.217e-04, 0.000e+00
-1.275e-01, 7.483e-01, 0.000e+00, 2.375e-03, 0.000e+00
-1.356e+00, -1.340e+00, 0.000e+00, 2.534e-02, 0.000e+00
-1.036e+00, 1.424e+00, 0.000e+00, 1.907e-02, 0.000e+00
5.782e-01, 1.299e+00, 0.000e+00, 1.173e-08, 0.000e+00
4.587e-01, -2.699e-01, 0.000e+00, 2.810e-02, 0.000e+00
2.678e-02, 3.927e-01, 0.000e+00, 9.641e-03, 0.000e+00
1.194e+00, -1.577e-01, 0.000e+00, 4.472e-06, 0.000e+00
1.296e+00, 4.645e-01, 0.000e+00, 7.333e-09, 0.000e+00
1.083e+00, 5.454e-02, 0.000e+00, 2.352e-06, 0.000e+00
6.211e-01, -5.092e-01, 0.000e+00, 3.849e-02, 0.000e+00
4.790e-02, -9.445e-01, 1.000e+00, 9.677e-01, 0.000e+00
-1.378e+00, -1.574e+00, 0.000e+00, 2.534e-02, 0.000e+00
6.530e-01, -9.302e-02, 0.000e+00, 8.056e-04, 0.000e+00
1.314e+00, 1.250e+00, 0.000e+00, 7.210e-12, 0.000e+00
-4.174e-01, 1.741e+00, 0.000e+00, 1.051e-05, 0.000e+00
2.818e-01, 1.004e+00, 0.000e+00, 3.442e-06, 0.000e+00
-3.427e-01, -1.016e+00, 1.000e+00, 9.542e-01, 0.000e+00
-1.138e+00, -1.069e+00, 0.000e+00, 7.883e-02, 0.000e+00
3.215e-01, -1.312e+00, 0.000e+00, 8.834e-01, 1.000e+00
-1.651e+00, 1.242e+00, 0.000e+00, 1.016e-02, 0.000e+00
-1.383e+00, -1.137e-01, 0.000e+00, 2.641e-01, 0.000e+00
-6.808e-02, 4.878e-01, 0.000e+00, 1.167e-02, 0.000e+00
-1.566e-02, 1.612e+00, 0.000e+00, 4.439e-07, 0.000e+00
8.167e-01, 3.254e-01, 0.000e+00, 3.927e-06, 0.000e+00
3.669e-01, 8.465e-02, 0.000e+00, 3.660e-03, 0.000e+00
1.541e+00, -9.076e-01, 0.000e+00, 6.943e-05, 0.000e+00
6.094e-01, 2.567e-01, 0.000e+00, 6.400e-05, 0.000e+00
-1.576e+00, -6.612e-01, 0.000e+00, 2.534e-02, 0.000e+00
1.414e+00, 1.070e+00, 0.000e+00, 1.167e-11, 0.000e+00
-1.675e+00, -6.595e-01, 0.000e+00, 2.534e-02, 0.000e+00
-1.685e+00, 1.222e+00, 0.000e+00, 1.022e-02, 0.000e+00
-1.345e+00, -1.507e+00, 0.000e+00, 2.534e-02, 0.000e+00
1.599e+00, -1.305e-01, 0.000e+00, 4.812e-08, 0.000e+00
-6.427e-01, -1.537e+00, 0.000e+00, 3.433e-01, 0.000e+00
-4.022e-01, -4.134e-01, 1.000e+00, 9.898e-01, 0.000e+00
5.010e-02, -1.687e+00, 0.000e+00, 9.709e-01, 1.000e+00
-1.218e+00, -9.670e-01, 0.000e+00, 6.476e-02, 0.000e+00
-2.302e-01, -6.394e-01, 1.000e+00, 9.923e-01, 0.000e+00
3.536e-01, -6.992e-01, 1.000e+00, 7.777e-01, 0.000e+00
1.355e+00, 1.699e+00, 0.000e+00, 1.003e-13, 0.000e+00
-1.518e+00, -9.699e-01, 0.000e+00, 2.534e-02, 0.000e+00
1.837e-01, 1.021e+00, 0.000e+00, 8.442e-06, 0.000e+00
-1.502e+00, -1.056e+00, 0.000e+00, 2.534e-02, 0.000e+00
-1.754e-01, 6.594e-01, 0.000e+00, 8.414e-03, 0.000e+00
1.333e+00, 1.362e+00, 0.000e+00, 2.246e-12, 0.000e+00
9.632e-01, -1.524e+00, 0.000e+00, 1.411e-01, 0.000e+00
1.581e+00, 4.678e-01, 0.000e+00, 3.449e-10, 0.000e+00
-1.427e+00, -8.073e-01, 0.000e+00, 2.777e-02, 0.000e+00
3.787e-01, -3.440e-01, 0.000e+00, 1.132e-01, 0.000e+00
-2.096e-01, 1.141e+00, 0.000e+00, 1.966e-04, 0.000e+00
1.065e+00, 2.273e-01, 0.000e+00, 6.478e-07, 0.000e+00
9.587e-01, -2.718e-01, 0.000e+00, 1.449e-04, 0.000e+00
1.574e+00, 4.342e-01, 0.000e+00, 4.969e-10, 0.000e+00
1.551e+00, -1.555e+00, 0.000e+00, 4.203e-03, 0.000e+00
1.264e+00, 2.719e-01, 0.000e+00, 5.383e-08, 0.000e+00
6.925e-01, -1.028e+00, 1.000e+00, 3.615e-01, 1.000e+00
1.353e-01, -6.855e-01, 1.000e+00, 9.316e-01, 0.000e+00
-1.362e+00, -1.700e+00, 0.000e+00, 2.534e-02, 0.000e+00
1.345e+00, 6.672e-01, 0.000e+00, 7.643e-10, 0.000e+00
-1.026e+00, -7.971e-01, 1.000e+00, 3.030e-01, 1.000e+00
-1.455e-01, 1.190e+00, 0.000e+00, 6.558e-05, 0.000e+00
-1.321e+00, 1.720e+00, 0.000e+00, 2.688e-03, 0.000e+00
1.470e+00, -8.437e-01, 0.000e+00, 8.485e-05, 0.000e+00
4.464e-01, -4.345e-01, 0.000e+00, 1.191e-01, 0.000e+00
6.374e-01, -1.403e+00, 0.000e+00, 5.315e-01, 1.000e+00
-1.307e-01, 3.751e-01, 0.000e+00, 5.686e-02, 0.000e+00
3.980e-01, 7.448e-01, 0.000e+00, 9.217e-06, 0.000e+00
1.293e+00, -8.558e-01, 0.000e+00, 6.198e-04, 0.000e+00
-1.201e+00, -3.263e-01, 0.000e+00, 3.795e-01, 0.000e+00
2.033e-01, 1.694e+00, 0.000e+00, 2.143e-08, 0.000e+00
6.819e-01, 9.067e-01, 0.000e+00, 1.129e-07, 0.000e+00
